movie_id,titleType,originalTitle,isAdult,genres
tt3120280,movie,Sierra Burgess Is a Loser,0,"Comedy,Drama,Romance"
tt7060344,movie,Ratsasan,0,"Crime,Drama,Mystery"
tt9619798,movie,The Wrong Missy,0,"Comedy,Romance"
tt8201170,movie,The Perfect Date,0,"Comedy,Romance"
tt8508734,movie,His House,0,"Drama,Horror,Thriller"
tt1563742,movie,Overboard,0,"Comedy,Romance"
tt7212754,movie,Ludo,0,"Action,Comedy,Crime"
tt7008872,movie,Boy Erased,0,"Biography,Drama"
tt4154916,movie,Replicas,0,"Drama,Sci-Fi,Thriller"
tt2395469,movie,Gully Boy,0,"Drama,Music,Romance"
tt6803046,movie,The Vast of Night,0,"Drama,Mystery,Sci-Fi"
tt0805647,movie,The Witches,0,"Adventure,Comedy,Family"
tt1620981,movie,The Addams Family,0,"Animation,Comedy,Family"
tt6324278,movie,Abominable,0,"Adventure,Animation,Comedy"
tt5619332,movie,Life of the Party,0,Comedy
tt8522006,movie,Happiest Season,0,"Comedy,Drama,Romance"
tt5057140,movie,Hold the Dark,0,"Action,Drama,Thriller"
tt3385524,movie,Stan & Ollie,0,"Biography,Comedy,Drama"
tt9354842,movie,To All the Boys: P.S. I Still Love You,0,"Comedy,Drama,Romance"
tt7339248,movie,The Art of Self-Defense,0,"Action,Comedy,Crime"
tt11024272,movie,The Babysitter: Killer Queen,0,"Comedy,Horror"
tt6107548,movie,Late Night,0,"Comedy,Drama"
tt10620868,movie,#Saraitda,0,"Action,Drama,Horror"
tt4537896,movie,White Boy Rick,0,"Crime,Drama"
tt7533152,movie,The Boy Who Harnessed the Wind,0,"Biography,Drama,History"
tt6697582,movie,Arif V 216,0,"Comedy,Fantasy,Music"
tt9731534,movie,The Night House,0,"Horror,Mystery,Thriller"
tt1255919,movie,Holmes & Watson,0,"Comedy,Crime,Mystery"
tt5001754,movie,Braven,0,"Action,Thriller"
tt8151874,movie,Honey Boy,0,Drama
tt5580266,movie,The Hate U Give,0,"Crime,Drama"
tt9426210,movie,Tenki no ko,0,"Animation,Drama,Fantasy"
tt9683478,movie,The Half of It,0,"Comedy,Drama,Romance"
tt10039344,movie,Countdown,0,"Horror,Thriller"
tt1464763,movie,Mute,0,"Mystery,Sci-Fi,Thriller"
tt10350626,movie,Gunjan Saxena: The Kargil Girl,0,"Action,Biography,Drama"
tt5294518,movie,Eli,0,"Drama,Horror,Mystery"
tt7608028,movie,The Open House,0,"Horror,Thriller"
tt4827558,movie,High Life,0,"Adventure,Drama,Horror"
tt3256226,movie,IO,0,"Adventure,Drama,Sci-Fi"
tt4964788,movie,Todos lo saben,0,"Crime,Drama,Mystery"
tt6938828,movie,At Eternity's Gate,0,"Biography,Drama,History"
tt5797184,movie,Escape from Pretoria,0,Thriller
tt1072748,movie,Winchester,0,"Drama,Fantasy,Horror"
tt8781414,movie,Freaks,0,"Drama,Mystery,Sci-Fi"
tt4669788,movie,On the Basis of Sex,0,"Biography,Drama"
tt5690360,movie,Slender Man,0,"Horror,Mystery,Thriller"
tt5523010,movie,The Nutcracker and the Four Realms,0,"Adventure,Family,Fantasy"
tt7280898,movie,22-Jul,0,"Crime,Drama,History"
tt7725596,movie,Badhaai ho,0,"Comedy,Drama"
tt1833116,movie,The Informer,0,"Action,Crime,Drama"
tt8108202,movie,Stree,0,"Comedy,Horror"
tt4878482,movie,Dumplin',0,"Comedy,Drama"
tt2639336,movie,Greta,0,"Drama,Mystery,Thriller"
tt6802308,movie,The 15:17 to Paris,0,"Biography,Drama,Thriller"
tt6141246,movie,The Aeronauts,0,"Action,Adventure,Drama"
tt5918982,movie,Possessor,0,"Horror,Mystery,Sci-Fi"
tt4761916,movie,Unfriended: Dark Web,0,"Horror,Mystery,Thriller"
tt4073790,movie,The Darkest Minds,0,"Action,Adventure,Drama"
tt9806192,movie,J'ai perdu mon corps,0,"Animation,Drama,Fantasy"
tt7557108,movie,Saint Maud,0,"Drama,Horror,Mystery"
tt6513656,movie,Escape Plan 2: Hades,0,"Action,Crime,Mystery"
tt9398640,movie,Between Two Ferns: The Movie,0,Comedy
